Category;City;Country_Region;Customer_ID;Customer_Name;Order_Date;Order_ID;Order_Profitable;Postal_Code;Product_ID;Product_Name;Region;Row_ID;Segment;Ship_Date;Ship_Mode;Ship_Status;State;Sub_Category;Days_to_Ship_Actual;Days_to_Ship_Scheduled;Discount;Profit;Quantity;Sales;Sales_Forecast
Office Supplies;Dallas;United States;C0070;Customer 31;2/13/2022;CA-2022-252818;Profitable;78503;OFF-6229;Panasonic KX-P7100 Dot Matrix Printer;Central;527;Corporate;2/16/2022;First Class;Shipped on Time;Arizona;Office Supplies;2;5;0.2%;32.21;2;424.22;410.62
Stationery;Dallas;United States;C0065;Customer 60;1/27/2022;CA-2022-455290;Profitable;84173;STA-7003;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Central;528;Consumer;2/19/2022;Standard Class;Shipped Late;Florida;Stationery;3;4;0.06%;110.61;1;950.11;970.56
Furniture;Austin;United States;C0028;Customer 17;1/21/2022;CA-2022-561407;Not Profitable;34912;FUR-2758;Chromcraft Bull-Nose Wood Oval Conference Table;South;529;Corporate;2/4/2022;Standard Class;Shipped on Time;Arizona;Furniture;3;3;0.08%;137.36;7;343.8;357.7
Furniture;Phoenix;United States;C0061;Customer 90;2/8/2022;CA-2022-498939;Not Profitable;12242;FUR-3409;Global Deluxe High-Back Manager's Chair;West;530;Corporate;1/21/2022;First Class;Shipped on Time;Indiana;Furniture;4;3;0%;-4.63;3;348.05;318.39
Stationery;Austin;United States;C0069;Customer 3;2/17/2022;CA-2022-401497;Profitable;60703;STA-9052;Enermax Note Cards;South;531;;1/27/2022;First Class;Shipped on Time;New York;Stationery;3;3;0.01%;-32.53;1;448.59;459.61
Stationery;San Diego;United States;C0014;Customer 33;2/27/2022;CA-2022-663418;Not Profitable;86371;STA-9926;Avery 476;West;532;Consumer;2/11/2022;Standard Class;Shipped Early;Washington;Stationery;4;2;0.07%;60.85;10;963.11;1042.58
Furniture;New York City;United States;C0053;Customer 13;2/16/2022;CA-2022-379847;Not Profitable;32869;FUR-6620;Novimex Executive Leather Armchair;East;533;Corporate;2/18/2022;Second Class;Shipped on Time;California;Furniture;2;2;0.05%;-16.44;2;953.78;974.55
Office Supplies;Jacksonville;United States;C0084;Customer 48;2/5/2022;CA-2022-545001;Profitable;90486;OFF-5139;Sanford Colorific Colored Pencils;South;534;Consumer;2/1/2022;Standard Class;Shipped Late;Texas;Office Supplies;2;2;0.02%;-41.71;1;383.46;395.99
Stationery;Detroit;United States;C0009;Customer 18;2/22/2022;CA-2022-233022;Profitable;69728;STA-5903;Enermax Note Cards;Central;535;Corporate;2/25/2022;First Class;Shipped on Time;Texas;Stationery;4;4;0.06%;-39.64;5;539;495.16
Furniture;Detroit;United States;C0008;Customer 76;2/19/2022;CA-2022-374443;Not Profitable;47222;FUR-5164;Hon Deluxe Fabric Micro Chair;Central;536;Consumer;1/24/2022;;Shipped Early;Arizona;Furniture;3;2;0.14%;57.61;3;298.44;327.99
Office Supplies;Houston;United States;C0005;Customer 19;2/10/2022;CA-2022-357380;Profitable;83797;OFF-1139;Poly String Tie Envelopes;South;537;Consumer;1/26/2022;First Class;Shipped Late;Colorado;Office Supplies;3;4;0.18%;-13.01;7;603.54;546.55
Furniture;Columbus;United States;C0017;Customer 19;2/1/2022;CA-2022-555719;Not Profitable;55095;FUR-3952;Global Deluxe High-Back Manager's Chair;East;538;Corporate;2/14/2022;First Class;Shipped Late;Michigan;Furniture;4;4;0.19%;-29.44;4;217.7;197.96
Office Supplies;Dallas;United States;C0095;Customer 1;1/29/2022;CA-2022-444232;Profitable;70472;OFF-5656;Acco 7-Outlet Surge Protector;Central;539;Corporate;1/29/2022;Standard Class;Shipped Late;Michigan;Office Supplies;2;3;0%;73.11;3;78.6;76.88
Stationery;Indianapolis;United States;C0062;Customer 24;2/9/2022;CA-2022-974296;Profitable;74388;STA-6741;Sanford Pencil Sharpener;Central;540;Consumer;2/7/2022;Second Class;Shipped Late;Washington;Stationery;2;4;0.15%;-9.31;1;257.72;244
Office Supplies;Miami;United States;C0021;Customer 67;2/24/2022;CA-2022-449640;Not Profitable;89461;OFF-1760;Wilson Jones Legal Size Ring Binders;South;541;Consumer;1/31/2022;Standard Class;Shipped on Time;North Carolina;Office Supplies;2;4;0.06%;-46.74;6;295.35;317.9
Office Supplies;San Diego;United States;C0067;Customer 93;2/7/2022;CA-2022-636765;Not Profitable;48723;OFF-2381;Sanford Colorific Colored Pencils;West;542;Corporate;1/29/2022;Standard Class;Shipped Late;Pennsylvania;Office Supplies;5;4;0.04%;97.8;8;177.25;167.42
Office Supplies;Austin;United States;C0064;Customer 72;1/29/2022;CA-2022-322896;Not Profitable;20921;OFF-9237;Acco 7-Outlet Surge Protector;South;543;Corporate;2/19/2022;Second Class;Shipped on Time;Illinois;Office Supplies;2;2;0.15%;59.55;8;142.62;154.38
Furniture;Columbus;United States;C0064;Customer 38;1/30/2022;CA-2022-102184;Profitable;78459;FUR-2550;Global Deluxe Stacking Chair;East;544;Corporate;2/12/2022;Standard Class;Shipped Late;California;Furniture;4;2;0.19%;76.41;3;54.75;57.33
Furniture;New York City;United States;C0027;Customer 72;1/30/2022;CA-2022-269305;Not Profitable;38052;FUR-6278;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";East;545;Corporate;2/3/2022;Second Class;Shipped on Time;Illinois;Furniture;5;3;0.15%;91.01;1;809.33;850.53
Furniture;Jacksonville;United States;C0011;Customer 10;1/28/2022;CA-2022-582089;Not Profitable;66487;FUR-9886;Global Deluxe High-Back Manager's Chair;South;546;Consumer;2/6/2022;Second Class;Shipped on Time;Texas;Furniture;2;5;0.01%;69.67;4;348.62;361.35
Furniture;Chicago;United States;C0047;Customer 95;1/31/2022;CA-2022-362236;Not Profitable;61307;FUR-3745;Chromcraft Bull-Nose Wood Oval Conference Table;Central;547;Consumer;2/16/2022;Second Class;Shipped Late;New York;Furniture;5;5;0.15%;-48.75;7;357.17;370.74
Furniture;San Jose;United States;C0023;Customer 59;1/30/2022;CA-2022-598900;Profitable;12193;FUR-5123;Hon Deluxe Fabric Micro Chair;West;548;Consumer;2/21/2022;Standard Class;Shipped on Time;Colorado;Furniture;4;5;0.09%;-40.3;7;493.75;469.19
Stationery;San Francisco;United States;C0081;Customer 67;1/25/2022;CA-2022-896854;Profitable;38950;STA-9583;Eldon Fold 'N Roll Cart;West;549;Corporate;2/1/2022;First Class;Shipped Early;Illinois;Stationery;2;5;0.09%;50.75;10;71.89;68.19
Furniture;San Jose;United States;C0037;Customer 70;2/4/2022;CA-2022-747585;Not Profitable;59283;FUR-2170;Bush Somerset Collection Bookcase;West;550;Corporate;2/17/2022;Standard Class;Shipped Late;Michigan;Furniture;5;2;0.14%;1.06;2;881.5;951.5
Furniture;Columbus;United States;C0072;Customer 4;1/27/2022;CA-2022-251051;Profitable;34735;FUR-7003;Global Deluxe High-Back Manager's Chair;East;551;Consumer;2/18/2022;Second Class;Shipped Early;Ohio;Furniture;2;5;0.11%;30.6;10;907.33;915.89
Stationery;Detroit;United States;C0073;Customer 44;2/11/2022;CA-2022-735731;Not Profitable;39975;STA-3729;Rogers File Cart;Central;552;Consumer;2/24/2022;Second Class;Shipped on Time;Texas;Stationery;5;4;0.04%;125.18;2;910.72;998.62
Stationery;Detroit;United States;C0068;Customer 68;1/24/2022;CA-2022-819197;Not Profitable;30533;STA-2750;Rogers File Cart;Central;553;Consumer;1/26/2022;First Class;Shipped on Time;North Carolina;Stationery;4;4;0%;-44.74;8;538.26;492.3
Stationery;Indianapolis;United States;C0045;Customer 50;2/13/2022;CA-2022-525420;Profitable;14341;STA-5330;Sanford Pencil Sharpener;Central;554;Consumer;2/18/2022;Second Class;Shipped Late;Arizona;Stationery;5;3;0.01%;26.36;8;769.52;744.27
Furniture;Columbus;United States;C0076;Customer 33;1/27/2022;CA-2022-553617;Not Profitable;56286;FUR-3605;Global Deluxe High-Back Manager's Chair;East;555;Consumer;2/22/2022;First Class;Shipped Early;Florida;Furniture;5;3;0.02%;40.24;6;305.24;300.64
Stationery;Phoenix;United States;C0079;Customer 75;1/28/2022;CA-2022-462332;Profitable;19275;STA-7030;Rogers File Cart;West;556;Consumer;2/8/2022;Standard Class;Shipped Early;Indiana;Stationery;2;2;0.02%;-43.54;5;82.85;76.6
Furniture;Chicago;United States;C0100;Customer 93;2/3/2022;CA-2022-137783;Profitable;52618;FUR-8169;Chromcraft Bull-Nose Wood Oval Conference Table;Central;557;Corporate;2/8/2022;Second Class;Shipped Late;Illinois;Furniture;3;4;0.09%;-25.37;6;986.08;958.02
Furniture;Phoenix;United States;C0017;Customer 5;2/4/2022;CA-2022-445759;Profitable;80636;FUR-4869;Hon Deluxe Fabric Micro Chair;West;558;Consumer;2/20/2022;Standard Class;Shipped Early;Ohio;Furniture;5;3;0.03%;87.39;2;494.68;446.06
Office Supplies;Jacksonville;United States;;Customer 3;2/14/2022;CA-2022-147100;Profitable;54891;OFF-3418;Avery 520;South;559;Consumer;1/21/2022;Second Class;Shipped Early;North Carolina;Office Supplies;4;4;0.15%;49.41;5;735.22;679.44
Stationery;Chicago;United States;C0002;Customer 99;2/4/2022;CA-2022-329129;Profitable;97685;STA-8689;Sanford Pencil Sharpener;Central;560;Corporate;2/1/2022;Second Class;Shipped on Time;Michigan;Stationery;5;4;0.13%;146.55;9;259.45;263.49
Furniture;San Jose;United States;C0087;Customer 22;2/4/2022;CA-2022-890572;Not Profitable;56970;FUR-7123;Global Deluxe High-Back Manager's Chair;West;561;Consumer;1/28/2022;Standard Class;Shipped Late;California;Furniture;4;5;0.12%;51.86;6;79.24;83.53
Office Supplies;Seattle;United States;C0008;Customer 55;1/24/2022;CA-2022-899676;Not Profitable;48266;OFF-6772;OIC Colored Binder Clips;West;562;Corporate;2/24/2022;Second Class;Shipped Early;Illinois;Office Supplies;5;4;0.13%;-5.76;6;482.56;437.32
Stationery;Denver;United States;C0072;Customer 82;2/27/2022;CA-2022-386126;Profitable;15648;STA-6390;Sanford Pencil Sharpener;West;563;Consumer;2/2/2022;First Class;Shipped Late;Pennsylvania;Stationery;2;5;0.08%;64.05;7;940.22;959.86
Furniture;Dallas;United States;C0018;Customer 2;2/14/2022;CA-2022-546823;Not Profitable;38467;FUR-1922;Global Deluxe High-Back Manager's Chair;Central;564;Consumer;1/21/2022;First Class;Shipped on Time;Florida;Furniture;5;2;0.11%;32.81;8;712.8;773.2
Office Supplies;Chicago;United States;C0022;Customer 92;1/29/2022;CA-2022-852733;Profitable;51445;OFF-3077;Ibico Plastic Spiral Binding Combs;Central;565;Consumer;2/13/2022;Standard Class;Shipped Late;Pennsylvania;Office Supplies;4;4;0.13%;98.9;1;669.41;618.77
Office Supplies;Denver;United States;C0087;Customer 19;2/22/2022;CA-2022-878841;Not Profitable;97753;OFF-5751;Sanford Colorific Colored Pencils;West;566;Corporate;2/6/2022;First Class;Shipped Late;Pennsylvania;Office Supplies;4;2;0.09%;70.36;5;709.67;770.3
Stationery;Phoenix;United States;C0038;Customer 58;2/12/2022;CA-2022-181219;Not Profitable;76641;STA-5634;Avery 492;West;567;Consumer;2/17/2022;Second Class;Shipped on Time;North Carolina;Stationery;4;2;0.1%;-34.88;4;756.8;718.43
Office Supplies;Houston;United States;C0099;Customer 54;1/27/2022;CA-2022-692890;Profitable;56680;OFF-6843;Ibico Plastic Spiral Binding Combs;South;568;Consumer;2/17/2022;Second Class;Shipped Early;Washington;Office Supplies;3;5;0.13%;-34.36;9;428.96;395.08
Office Supplies;Houston;United States;C0097;Customer 25;2/27/2022;CA-2022-248633;Profitable;63988;OFF-6826;Wilson Jones Legal Size Ring Binders;South;569;Corporate;2/3/2022;Standard Class;Shipped Late;Texas;Office Supplies;5;5;0.02%;26.41;9;64.26;62.18
Stationery;San Diego;United States;C0034;Customer 70;2/3/2022;CA-2022-820484;Profitable;78613;STA-9266;Eldon Fold 'N Roll Cart;West;570;Corporate;1/21/2022;First Class;Shipped on Time;Michigan;Stationery;4;2;0.09%;18.61;6;410.86;378.24
Office Supplies;Philadelphia;United States;C0060;Customer 72;1/24/2022;CA-2022-298693;Profitable;51642;OFF-1053;Hamilton Beach Microwave;East;571;Corporate;1/29/2022;Standard Class;Shipped on Time;Michigan;Office Supplies;3;2;0.07%;44.87;7;620.39;676.64
Furniture;New York City;United States;C0064;Customer 19;2/19/2022;CA-2022-817902;Profitable;80566;FUR-1414;Eldon Expressions Wood and Plastic Desk Accessories;East;572;Consumer;2/15/2022;First Class;Shipped on Time;Washington;Furniture;4;4;0.03%;2.69;8;998.99;978.44
Office Supplies;San Jose;United States;C0069;Customer 81;2/1/2022;CA-2022-414158;Profitable;85453;OFF-3125;Panasonic KX-P7100 Dot Matrix Printer;West;573;Corporate;1/26/2022;Standard Class;Shipped on Time;Ohio;Office Supplies;3;3;0.19%;19.15;6;263.57;239.05
Furniture;Columbus;United States;C0095;Customer 17;2/27/2022;CA-2022-660207;Profitable;70229;FUR-4503;Sauder Classic Café Table;East;574;Corporate;2/26/2022;Second Class;Shipped Early;Pennsylvania;Furniture;4;4;0.01%;12.92;8;180.74;187.46
Office Supplies;San Antonio;United States;;Customer 98;2/11/2022;CA-2022-973460;Not Profitable;41479;OFF-9999;Poly String Tie Envelopes;South;575;Corporate;2/19/2022;Second Class;Shipped Late;Illinois;Office Supplies;4;4;0%;141.49;10;554.76;606.22
Office Supplies;Los Angeles;United States;C0045;Customer 83;2/27/2022;CA-2022-979795;Not Profitable;33316;OFF-7047;Avery 520;West;576;Consumer;1/23/2022;Second Class;Shipped Late;North Carolina;Office Supplies;2;4;0.12%;30.99;10;616.39;566.3
Stationery;Charlotte;United States;C0066;Customer 82;2/16/2022;CA-2022-663355;Not Profitable;19691;STA-8525;Avery 508;South;577;Consumer;1/24/2022;Standard Class;Shipped on Time;Florida;Stationery;2;2;0.15%;112.33;3;74.97;70.28
Stationery;San Francisco;United States;C0030;Customer 77;2/1/2022;CA-2022-272802;Profitable;35526;STA-2692;Eldon Fold 'N Roll Cart;West;578;Consumer;2/6/2022;Standard Class;Shipped Early;New York;Stationery;5;4;0.16%;-29.82;6;372.17;376.84
Furniture;Phoenix;United States;C0020;Customer 84;2/19/2022;CA-2022-181964;Not Profitable;16817;FUR-3774;Novimex Executive Leather Armchair;West;579;Consumer;2/13/2022;Second Class;Shipped on Time;Ohio;Furniture;5;2;0.12%;34.64;10;804.71;860.52
Furniture;New York City;United States;C0051;Customer 39;2/3/2022;CA-2022-999505;Profitable;35121;FUR-1556;Sauder Classic Café Table;East;580;Consumer;2/14/2022;First Class;Shipped Early;Pennsylvania;Furniture;2;4;0.14%;-5.62;8;185.27;177.32
Stationery;Jacksonville;United States;C0009;Customer 20;2/23/2022;CA-2022-949211;Not Profitable;81587;STA-7923;Eldon Fold 'N Roll Cart;South;581;Consumer;2/3/2022;First Class;Shipped Early;North Carolina;Stationery;5;5;0.19%;72.25;10;329.26;333.25
Furniture;Seattle;United States;C0029;Customer 16;1/28/2022;CA-2022-612404;Profitable;45861;FUR-1937;Sauder Classic Café Table;West;582;Corporate;2/25/2022;First Class;Shipped on Time;Illinois;Furniture;4;5;0.13%;101.24;8;613.46;631.62
Furniture;Houston;United States;C0063;Customer 20;1/22/2022;CA-2022-499570;Profitable;30520;FUR-7461;Sauder Classic Café Table;South;583;Corporate;1/22/2022;First Class;Shipped Late;Arizona;Furniture;5;2;0.07%;100.83;1;730.34;750.73
Office Supplies;Columbus;United States;C0073;Customer 64;1/22/2022;CA-2022-753360;Profitable;20905;OFF-5481;Panasonic KX-P7100 Dot Matrix Printer;East;584;Consumer;1/28/2022;First Class;Shipped Late;California;Office Supplies;4;3;0.04%;106.77;5;118.76;123.08
Stationery;Indianapolis;United States;C0088;Customer 63;1/25/2022;CA-2022-595685;Profitable;15687;STA-6605;Sanford Pencil Sharpener;Central;585;Corporate;2/19/2022;First Class;Shipped Late;Ohio;Stationery;4;2;0.13%;122.26;9;368.24;336.42
Furniture;Miami;United States;C0085;Customer 75;2/14/2022;CA-2022-816178;Not Profitable;78327;FUR-8291;Chromcraft Bull-Nose Wood Oval Conference Table;South;586;Consumer;2/3/2022;Standard Class;Shipped on Time;Washington;Furniture;2;2;0.06%;114.06;5;226.95;228.44
Stationery;Miami;United States;C0086;Customer 59;2/26/2022;CA-2022-606798;Profitable;31136;STA-8109;Avery 508;South;587;Corporate;2/8/2022;Standard Class;Shipped on Time;Washington;Stationery;2;4;0.07%;147.7;9;163.38;151.76
Furniture;New York City;United States;C0037;Customer 11;2/18/2022;CA-2022-695561;Not Profitable;54462;FUR-7995;Global Deluxe Stacking Chair;East;588;Consumer;2/11/2022;Standard Class;Shipped on Time;New York;Furniture;3;4;0.09%;54.24;10;586.63;561.2
Stationery;Los Angeles;United States;C0055;Customer 39;2/17/2022;CA-2022-917730;Not Profitable;24583;STA-5149;Avery 492;West;589;Corporate;2/22/2022;First Class;Shipped on Time;California;Stationery;2;2;0.08%;107.23;1;762.71;699.54
Stationery;Miami;United States;C0068;Customer 66;2/9/2022;CA-2022-347949;Profitable;79034;STA-9170;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;590;Consumer;2/8/2022;First Class;Shipped Late;Florida;Stationery;4;3;0.07%;-2.08;1;63.92;57.77
Office Supplies;San Diego;United States;C0085;Customer 21;2/7/2022;CA-2022-747693;Not Profitable;23197;OFF-4433;Sanford Colorific Colored Pencils;West;591;Corporate;2/26/2022;Standard Class;Shipped on Time;Washington;Office Supplies;4;4;0.1%;25.95;4;829.67;844.36
Office Supplies;San Francisco;United States;C0033;Customer 38;2/16/2022;CA-2022-418518;Profitable;23370;OFF-4064;Panasonic KX-P7100 Dot Matrix Printer;West;592;Corporate;2/12/2022;Second Class;Shipped on Time;Pennsylvania;Office Supplies;5;4;0.19%;62.73;6;993.38;1083.98
Furniture;Philadelphia;United States;C0058;Customer 23;1/28/2022;CA-2022-208122;Not Profitable;77775;FUR-6518;Chromcraft Bull-Nose Wood Oval Conference Table;East;593;Corporate;1/31/2022;Standard Class;Shipped on Time;California;Furniture;5;5;0.07%;-49.4;9;531.64;496.14
Furniture;Denver;United States;C0042;Customer 64;2/11/2022;CA-2022-473590;Profitable;21863;FUR-2900;Bretford CR4500 Series Slim Rectangular Table;West;594;Consumer;1/31/2022;Second Class;Shipped Late;Indiana;Furniture;3;4;0.14%;5.65;5;716.65;783.17
Stationery;San Diego;United States;C0017;Customer 57;2/18/2022;CA-2022-267227;Not Profitable;64489;STA-2878;Avery 476;West;595;Corporate;1/26/2022;Second Class;Shipped Early;Arizona;Stationery;2;4;0.18%;-21.95;10;654.42;602.98
Office Supplies;Columbus;United States;C0034;Customer 27;1/29/2022;CA-2022-342728;Profitable;13170;OFF-3952;OIC Colored Binder Clips;East;596;Corporate;2/15/2022;Standard Class;Shipped on Time;California;Office Supplies;2;2;0.09%;107.05;9;703.25;673.21
Office Supplies;Indianapolis;United States;C0004;Customer 82;1/25/2022;CA-2022-352675;Not Profitable;47032;OFF-2302;Acco 7-Outlet Surge Protector;Central;597;Consumer;1/22/2022;Second Class;Shipped Late;Arizona;Office Supplies;3;4;0.06%;103.43;8;113.01;120.2
Office Supplies;Houston;United States;C0001;Customer 50;1/31/2022;CA-2022-123672;Profitable;30884;OFF-4047;Hamilton Beach Microwave;South;598;Consumer;1/26/2022;First Class;Shipped on Time;Washington;Office Supplies;2;4;0.1%;79.68;5;800.78;747.54
Stationery;Denver;United States;C0097;Customer 31;1/29/2022;CA-2022-409954;Not Profitable;31409;STA-2670;Fellowes Bankers Box Stacking Storage Boxes;West;599;Corporate;2/25/2022;Standard Class;Shipped Early;California;Stationery;5;3;0.13%;95.28;7;468.89;437.63
Office Supplies;San Francisco;United States;C0097;Customer 53;2/5/2022;CA-2022-611735;Profitable;65942;OFF-9448;Ibico Plastic Spiral Binding Combs;West;600;Corporate;2/9/2022;First Class;Shipped Early;Ohio;Office Supplies;3;2;0.13%;49.75;7;453.87;437.58
Furniture;Charlotte;United States;C0016;Customer 96;2/14/2022;CA-2022-181198;Not Profitable;77209;FUR-7677;Bush Somerset Collection Bookcase;South;601;Consumer;2/22/2022;First Class;Shipped on Time;Indiana;Furniture;3;3;0%;146.64;10;520.11;559.8
Stationery;Chicago;United States;C0092;Customer 16;1/30/2022;CA-2022-719831;Not Profitable;95049;STA-6893;Xerox 1980 Black & White Digital Copier;Central;602;Consumer;1/24/2022;Second Class;Shipped Late;California;Stationery;5;5;0.19%;111.1;9;765.82;822.09
Office Supplies;Philadelphia;United States;C0006;Customer 2;2/4/2022;CA-2022-855651;Profitable;63109;OFF-1049;Sanford Colorific Colored Pencils;East;603;Consumer;2/5/2022;Second Class;Shipped Late;Washington;Office Supplies;3;5;0.13%;-37.62;8;385.36;382
Furniture;New York City;United States;C0079;Customer 64;1/25/2022;CA-2022-685970;Not Profitable;30029;FUR-8378;Hon Deluxe Fabric Micro Chair;East;604;Corporate;2/1/2022;Standard Class;Shipped Late;Ohio;Furniture;5;5;0.18%;40.91;5;931.2;850.9
Furniture;Austin;United States;C0087;Customer 21;2/2/2022;CA-2022-983334;Not Profitable;96243;FUR-3118;Chromcraft Bull-Nose Wood Oval Conference Table;South;605;Corporate;2/12/2022;First Class;Shipped Late;Michigan;Furniture;2;4;0.07%;26.7;9;188.74;174.35
Stationery;Indianapolis;United States;C0063;Customer 91;2/19/2022;CA-2022-537759;Not Profitable;60098;STA-2367;Rogers File Cart;Central;606;Corporate;2/20/2022;First Class;Shipped Late;Washington;Stationery;4;2;0.17%;-5.57;4;829.5;880.78
Stationery;San Diego;United States;C0048;Customer 31;2/26/2022;CA-2022-132936;Profitable;66117;STA-7505;Eldon Fold 'N Roll Cart;West;607;Corporate;2/15/2022;First Class;Shipped Late;Ohio;Stationery;5;5;0.19%;90.33;2;971.87;1005.19
Office Supplies;Denver;United States;C0079;Customer 57;2/24/2022;CA-2022-649633;Profitable;74167;OFF-7385;Panasonic KX-P7100 Dot Matrix Printer;West;608;Consumer;2/11/2022;Standard Class;Shipped Late;Illinois;Office Supplies;3;5;0.17%;63.54;5;645.51;666.91
Furniture;New York City;United States;C0032;Customer 40;2/23/2022;CA-2022-411926;Profitable;90930;FUR-3083;Hon Deluxe Fabric Micro Chair;East;609;Consumer;1/29/2022;Second Class;Shipped on Time;Texas;Furniture;5;4;0.14%;32.25;3;244.17;242.23
Office Supplies;Columbus;United States;C0008;Customer 7;1/22/2022;CA-2022-888021;Not Profitable;57927;OFF-9941;Sanford Colorific Colored Pencils;East;610;Corporate;2/27/2022;First Class;Shipped Early;Indiana;Office Supplies;3;4;0.14%;107.51;7;514.2;539.45
Office Supplies;San Francisco;United States;C0083;Customer 65;2/25/2022;CA-2022-814011;Not Profitable;46094;OFF-5526;Avery 520;West;611;Corporate;1/25/2022;Second Class;Shipped Late;Indiana;Office Supplies;5;5;0.17%;36.34;9;936.06;976.45
Stationery;Columbus;United States;C0079;Customer 96;2/10/2022;CA-2022-316998;Profitable;66221;STA-6408;Sanford Pencil Sharpener;East;612;Corporate;1/21/2022;Standard Class;Shipped on Time;Ohio;Stationery;3;3;0.11%;146.54;3;301.75;317.55
Office Supplies;San Antonio;United States;C0053;Customer 71;2/2/2022;CA-2022-392166;Profitable;46762;OFF-6376;Staples;South;613;Consumer;2/7/2022;Standard Class;Shipped Early;North Carolina;Office Supplies;5;2;0.17%;7;6;106.58;102.95
Furniture;Chicago;United States;C0012;Customer 22;2/10/2022;CA-2022-834437;Profitable;95006;FUR-8431;Global Deluxe High-Back Manager's Chair;Central;614;Consumer;2/10/2022;First Class;Shipped on Time;California;Furniture;4;4;0.15%;55.17;9;197.99;197.44
Office Supplies;San Jose;United States;C0017;Customer 20;2/10/2022;CA-2022-242182;Profitable;80295;OFF-5853;Sanford Colorific Colored Pencils;West;615;Consumer;2/2/2022;Standard Class;Shipped Early;Michigan;Office Supplies;3;3;0.2%;-31.34;1;969.22;1028.54
Office Supplies;Philadelphia;United States;C0029;Customer 86;2/22/2022;CA-2022-816579;Profitable;62970;OFF-3600;Sanford Colorific Colored Pencils;East;616;Corporate;1/30/2022;Second Class;Shipped Late;Florida;Office Supplies;2;3;0.05%;45.9;5;799.23;740.03
Office Supplies;Jacksonville;United States;C0094;Customer 2;1/27/2022;CA-2022-701786;Profitable;33085;OFF-4436;Acco 7-Outlet Surge Protector;South;617;Consumer;2/20/2022;Standard Class;Shipped on Time;Illinois;Office Supplies;2;3;0.03%;88.17;1;416.05;391.63
Stationery;Jacksonville;United States;C0045;Customer 77;2/10/2022;CA-2022-853244;Profitable;47561;STA-7907;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;618;Corporate;2/3/2022;Second Class;Shipped Late;North Carolina;Stationery;4;2;0.08%;51.43;3;915.53;972.23
Stationery;Chicago;United States;C0002;Customer 14;2/4/2022;CA-2022-411102;Not Profitable;82919;STA-2254;Avery 492;Central;619;Consumer;1/25/2022;First Class;Shipped Early;North Carolina;Stationery;2;4;0.08%;73.55;9;727.26;779.3
Furniture;San Diego;United States;C0014;Customer 94;2/11/2022;CA-2022-622595;Not Profitable;73541;FUR-9750;Sauder Classic Café Table;West;620;Corporate;1/31/2022;First Class;Shipped Early;New York;Furniture;3;3;0.18%;22.78;9;255.27;236.91
Office Supplies;Dallas;United States;C0036;Customer 31;2/7/2022;CA-2022-896601;Profitable;42456;OFF-7850;Panasonic KX-P7100 Dot Matrix Printer;Central;621;Consumer;2/9/2022;Standard Class;Shipped Early;Ohio;Office Supplies;2;5;0.08%;111.39;3;854.35;924.79
Furniture;Seattle;United States;C0012;Customer 95;2/17/2022;CA-2022-978730;Not Profitable;75216;FUR-7095;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";West;622;Corporate;2/1/2022;Standard Class;Shipped on Time;Arizona;Furniture;3;5;0.16%;96.82;7;509.38;460.42
Furniture;San Diego;United States;C0086;Customer 24;1/30/2022;CA-2022-706585;Not Profitable;51491;FUR-2205;Novimex Executive Leather Armchair;West;623;Corporate;2/9/2022;Standard Class;Shipped Early;Colorado;Furniture;3;2;0.18%;12.69;10;213.51;192.2
Furniture;Miami;United States;C0015;Customer 50;2/18/2022;CA-2022-168374;Not Profitable;60732;FUR-3810;Hon Deluxe Fabric Micro Chair;South;624;Consumer;2/11/2022;First Class;Shipped on Time;Arizona;Furniture;4;4;0.05%;4.58;2;354.02;384.3
Stationery;Chicago;United States;C0017;Customer 69;2/18/2022;CA-2022-461515;Not Profitable;70687;STA-7447;Sanford Pencil Sharpener;Central;625;Consumer;2/21/2022;Second Class;Shipped Early;California;Stationery;2;5;0.06%;13.28;6;163.32;164.68
Stationery;Philadelphia;United States;C0070;Customer 53;1/25/2022;CA-2022-948828;Not Profitable;41663;STA-4652;Eldon Fold 'N Roll Cart;East;626;Consumer;2/1/2022;Standard Class;Shipped Early;Texas;Stationery;2;5;0.16%;73.29;7;454.82;462.68
Office Supplies;Chicago;United States;C0029;Customer 32;2/16/2022;CA-2022-995644;Profitable;71831;OFF-3739;Ibico Plastic Spiral Binding Combs;Central;627;Corporate;2/10/2022;Standard Class;Shipped Early;Ohio;Office Supplies;5;5;0.11%;98.17;1;534.44;522.5
Stationery;Miami;United States;C0041;Customer 76;1/29/2022;CA-2022-726258;Not Profitable;97664;STA-3721;Xerox 1980 Black & White Digital Copier;South;628;Corporate;2/4/2022;First Class;Shipped Late;Ohio;Stationery;2;3;0.11%;90.42;7;888.39;921.74
Stationery;Phoenix;United States;C0069;Customer 6;1/24/2022;CA-2022-574962;Not Profitable;59508;STA-1681;Rogers File Cart;West;629;Consumer;2/19/2022;First Class;Shipped on Time;Illinois;Stationery;4;5;0.01%;36.89;2;333.68;313.06
