Category,City,Country_Region,Customer_ID,Customer_Name,Order_Date,Order_ID,Order_Profitable,Postal_Code,Product_ID,Product_Name,Region,Row_ID,Segment,Ship_Date,Ship_Mode,Ship_Status,State,Sub_Category,Days_to_Ship_Actual,Days_to_Ship_Scheduled,Discount,Profit,Quantity,Sales,Sales_Forecast
Furniture,Grand Prairie,United States,TB-21625,Trudy Brown,31-12-20,CA-2020-156377,Unprofitable,75051,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Central,2137,Consumer,05-01-21,Standard Class,Shipped Early,Texas,Furnishings,5,6,60.00%,-11,5,15,22
Office Supplies,Grand Prairie,United States,TB-21625,Trudy Brown,31-12-20,CA-2020-156377,Unprofitable,75051,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Central,2138,Consumer,05-01-21,Standard Class,Shipped Early,Texas,Binders,5,6,80.00%,-6,4,4,5
Office Supplies,New York City,United States,CB-12415,Christy Brittain,16-11-22,US-2022-157896,Profitable,10009,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,East,2139,Consumer,16-11-22,Same Day,Shipped On Time,New York,Paper,0,0,0.00%,73,3,147,220
Office Supplies,Long Beach,United States,GT-14635,Grant Thornton,06-06-19,CA-2019-159520,Unprofitable,11561,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,East,2140,Corporate,11-06-19,Standard Class,Shipped Early,New York,Binders,5,6,20.00%,50,9,150,224
Office Supplies,Long Beach,United States,GT-14635,Grant Thornton,06-06-19,CA-2019-159520,Unprofitable,11561,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,East,2141,Corporate,11-06-19,Standard Class,Shipped Early,New York,Supplies,5,6,0.00%,4,2,17,26
Furniture,Long Beach,United States,GT-14635,Grant Thornton,06-06-19,CA-2019-159520,Unprofitable,11561,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,2142,Corporate,11-06-19,Standard Class,Shipped Early,New York,Tables,5,6,40.00%,-347,3,992,1485
Office Supplies,Philadelphia,United States,DK-13225,Dean Katz,01-09-21,CA-2021-155481,Profitable,19140,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",East,2143,Corporate,05-09-21,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,20.00%,10,6,30,46
Technology,Philadelphia,United States,DK-13225,Dean Katz,01-09-21,CA-2021-155481,Profitable,19140,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,2144,Corporate,05-09-21,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,40.00%,-5,2,24,36
Office Supplies,Philadelphia,United States,DK-13225,Dean Katz,01-09-21,CA-2021-155481,Profitable,19140,OFF-FA-10002780,Staples,East,2145,Corporate,05-09-21,Standard Class,Shipped Early,Pennsylvania,Fasteners,4,6,20.00%,5,7,17,25
Furniture,York,United States,TS-21160,Theresa Swint,25-06-21,US-2021-152051,Unprofitable,17403,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,2146,Corporate,29-06-21,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,30.00%,-18,3,422,632
Office Supplies,York,United States,TS-21160,Theresa Swint,25-06-21,US-2021-152051,Unprofitable,17403,OFF-BI-10004781,GBC Wire Binding Strips,East,2147,Corporate,29-06-21,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70.00%,-28,4,38,57
Office Supplies,York,United States,TS-21160,Theresa Swint,25-06-21,US-2021-152051,Unprofitable,17403,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",East,2148,Corporate,29-06-21,Standard Class,Shipped Early,Pennsylvania,Storage,4,6,20.00%,-51,6,254,381
Furniture,Concord,United States,WB-21850,William Brown,12-12-19,CA-2019-141607,Profitable,94521,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,West,2149,Consumer,17-12-19,Standard Class,Shipped Early,California,Furnishings,5,6,0.00%,4,1,43,65
Technology,New York City,United States,DO-13435,Denny Ordway,31-03-22,CA-2022-102771,Profitable,10035,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,East,2150,Consumer,05-04-22,Standard Class,Shipped Early,New York,Phones,5,6,0.00%,22,5,85,127
Furniture,College Station,United States,AF-10870,Art Ferguson,19-11-22,US-2022-139969,Unprofitable,77840,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Central,2151,Consumer,26-11-22,Standard Class,Shipped Late,Texas,Chairs,7,6,30.00%,-53,3,233,349
Technology,Saint Louis,United States,RB-19435,Richard Bierner,24-11-19,CA-2019-167360,Profitable,63116,TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Central,2152,Consumer,29-11-19,Second Class,Shipped Late,Missouri,Accessories,5,3,0.00%,44,7,112,167
Office Supplies,Quincy,United States,AR-10540,Andy Reiter,22-11-20,CA-2020-123505,Profitable,2169,OFF-PA-10002586,Xerox 1970,East,2153,Consumer,26-11-20,Standard Class,Shipped Early,Massachusetts,Paper,4,6,0.00%,7,3,15,22
Office Supplies,New York City,United States,DR-12880,Dan Reichenbach,14-07-21,CA-2021-117282,Profitable,10009,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,East,2154,Corporate,18-07-21,Standard Class,Shipped Early,New York,Binders,4,6,20.00%,5,2,14,21
Furniture,Dallas,United States,BF-11170,Ben Ferrer,30-04-21,US-2021-120460,Unprofitable,75081,FUR-FU-10004973,Flat Face Poster Frame,Central,2155,Home Office,05-05-21,Standard Class,Shipped Early,Texas,Furnishings,5,6,60.00%,-10,3,23,34
Office Supplies,Los Angeles,United States,LB-16735,Larry Blacks,25-07-21,CA-2021-111115,Profitable,90032,OFF-FA-10000624,OIC Binder Clips,West,2156,Consumer,27-07-21,Second Class,Shipped Early,California,Fasteners,2,3,0.00%,11,6,21,32
Office Supplies,Minneapolis,United States,DV-13465,Dianna Vittorini,22-06-19,CA-2019-124646,Profitable,55407,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Central,2157,Consumer,24-06-19,First Class,Shipped Late,Minnesota,Storage,2,1,0.00%,0,3,502,752
Office Supplies,Minneapolis,United States,DV-13465,Dianna Vittorini,22-06-19,CA-2019-124646,Profitable,55407,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,2158,Consumer,24-06-19,First Class,Shipped Late,Minnesota,Storage,2,1,0.00%,10,3,162,243
Office Supplies,Deltona,United States,NK-18490,Neil Knudson,21-10-22,CA-2022-148166,Profitable,32725,OFF-AR-10004956,Newell 33,South,2159,Home Office,26-10-22,Standard Class,Shipped Early,Florida,Art,5,6,20.00%,2,4,18,27
Office Supplies,Chicago,United States,CS-11950,Carlos Soltero,03-09-21,CA-2021-159737,Unprofitable,60610,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Central,2160,Consumer,09-09-21,Standard Class,Shipped On Time,Illinois,Binders,6,6,80.00%,-15,3,9,13
Furniture,Cincinnati,United States,LH-17155,Logan Haushalter,14-05-21,CA-2021-141019,Profitable,45231,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",East,2161,Consumer,14-05-21,Same Day,Shipped On Time,Ohio,Furnishings,0,0,20.00%,30,1,79,119
Office Supplies,Oakland,United States,DW-13480,Dianna Wilson,07-01-21,CA-2021-101938,Profitable,94601,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,West,2162,Home Office,12-01-21,Standard Class,Shipped Early,California,Art,5,6,0.00%,10,1,35,52
Office Supplies,Manteca,United States,KF-16285,Karen Ferguson,13-03-22,CA-2022-166296,Profitable,95336,OFF-PA-10004359,Multicolor Computer Printout Paper,West,2163,Home Office,19-03-22,Standard Class,Shipped On Time,California,Paper,6,6,0.00%,151,3,315,471
Technology,Laredo,United States,HA-14920,Helen Andreada,13-10-21,CA-2021-154018,Unprofitable,78041,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Central,2164,Consumer,19-10-21,Standard Class,Shipped On Time,Texas,Accessories,6,6,20.00%,24,3,192,288
Office Supplies,Laredo,United States,HA-14920,Helen Andreada,13-10-21,CA-2021-154018,Unprofitable,78041,OFF-PA-10000551,Array Memo Cubes,Central,2165,Consumer,19-10-21,Standard Class,Shipped On Time,Texas,Paper,6,6,20.00%,3,2,8,12
Furniture,Laredo,United States,HA-14920,Helen Andreada,13-10-21,CA-2021-154018,Unprofitable,78041,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Central,2166,Consumer,19-10-21,Standard Class,Shipped On Time,Texas,Furnishings,6,6,60.00%,-150,5,140,210
Office Supplies,Laredo,United States,HA-14920,Helen Andreada,13-10-21,CA-2021-154018,Unprofitable,78041,OFF-AR-10002067,Newell 334,Central,2167,Consumer,19-10-21,Standard Class,Shipped On Time,Texas,Art,6,6,20.00%,1,1,16,24
Office Supplies,Laredo,United States,HA-14920,Helen Andreada,13-10-21,CA-2021-154018,Unprofitable,78041,OFF-BI-10004140,Avery Non-Stick Binders,Central,2168,Consumer,19-10-21,Standard Class,Shipped On Time,Texas,Binders,6,6,80.00%,-11,7,6,9
Office Supplies,Kent,United States,JH-15820,John Huston,27-01-22,CA-2022-117870,Unprofitable,44240,OFF-AR-10004078,Newell 312,East,2169,Consumer,30-01-22,Second Class,Shipped On Time,Ohio,Art,3,3,20.00%,2,3,14,21
Technology,Kent,United States,JH-15820,John Huston,27-01-22,CA-2022-117870,Unprofitable,44240,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,East,2170,Consumer,30-01-22,Second Class,Shipped On Time,Ohio,Accessories,3,3,20.00%,-9,3,72,108
Technology,Kent,United States,JH-15820,John Huston,27-01-22,CA-2022-117870,Unprofitable,44240,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,East,2171,Consumer,30-01-22,Second Class,Shipped On Time,Ohio,Phones,3,3,40.00%,-27,3,108,162
Furniture,San Angelo,United States,LC-16930,Linda Cazamias,19-11-22,US-2022-137491,Unprofitable,76903,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Central,2172,Corporate,25-11-22,Standard Class,Shipped On Time,Texas,Chairs,6,6,30.00%,-9,2,305,457
Office Supplies,San Francisco,United States,IL-15100,Ivan Liston,01-08-19,CA-2019-152296,Profitable,94122,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,West,2173,Consumer,03-08-19,First Class,Shipped Late,California,Binders,2,1,20.00%,7,3,20,30
Office Supplies,Houston,United States,LS-16975,Lindsay Shagiari,30-07-21,CA-2021-112025,Unprofitable,77070,OFF-BI-10002353,GBC VeloBind Cover Sets,Central,2174,Home Office,04-08-21,Standard Class,Shipped Early,Texas,Binders,5,6,80.00%,-14,3,9,14
Office Supplies,Houston,United States,CC-12610,Corey Catlett,30-07-20,CA-2020-132507,Profitable,77041,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,2175,Corporate,03-08-20,Second Class,Shipped Late,Texas,Storage,4,3,20.00%,6,4,62,93
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,15-10-21,CA-2021-125738,Profitable,84106,OFF-PA-10000740,Xerox 1982,West,2176,Home Office,21-10-21,Standard Class,Shipped On Time,Utah,Paper,6,6,0.00%,21,2,46,68
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,15-10-21,CA-2021-125738,Profitable,84106,OFF-PA-10003001,Xerox 1986,West,2177,Home Office,21-10-21,Standard Class,Shipped On Time,Utah,Paper,6,6,0.00%,29,9,60,90
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,15-10-21,CA-2021-125738,Profitable,84106,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",West,2178,Home Office,21-10-21,Standard Class,Shipped On Time,Utah,Binders,6,6,20.00%,13,5,42,62
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,15-10-21,CA-2021-125738,Profitable,84106,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",West,2179,Home Office,21-10-21,Standard Class,Shipped On Time,Utah,Paper,6,6,0.00%,33,8,72,107
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,2180,Consumer,11-05-21,Standard Class,Shipped Early,New York,Binders,4,6,20.00%,31,7,85,128
Office Supplies,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,East,2181,Consumer,11-05-21,Standard Class,Shipped Early,New York,Labels,4,6,0.00%,22,3,44,66
Furniture,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,FUR-CH-10002084,Hon Mobius Operator's Chair,East,2182,Consumer,11-05-21,Standard Class,Shipped Early,New York,Chairs,4,6,10.00%,59,4,443,663
Technology,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,TEC-MA-10000488,Bady BDG101FRU Card Printer,East,2183,Consumer,11-05-21,Standard Class,Shipped Early,New York,Machines,4,6,0.00%,1160,5,4000,5990
Technology,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,East,2184,Consumer,11-05-21,Standard Class,Shipped Early,New York,Accessories,4,6,0.00%,22,5,200,299
Furniture,New York City,United States,CJ-12010,Caroline Jumper,07-05-21,CA-2021-128818,Profitable,10009,FUR-FU-10001940,Staple-based wall hangings,East,2185,Consumer,11-05-21,Standard Class,Shipped Early,New York,Furnishings,4,6,0.00%,28,8,64,95
Office Supplies,Salinas,United States,HK-14890,Heather Kirkland,01-08-22,CA-2022-124576,Profitable,93905,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,West,2186,Corporate,04-08-22,Second Class,Shipped On Time,California,Binders,3,3,20.00%,19,2,55,82
Technology,Huntsville,United States,RH-19600,Rob Haberlin,14-07-21,CA-2021-101378,Profitable,35810,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,South,2187,Consumer,14-07-21,Same Day,Shipped On Time,Alabama,Accessories,0,0,0.00%,7,2,29,43
Office Supplies,Columbus,United States,IL-15100,Ivan Liston,10-08-22,CA-2022-143063,Profitable,47201,OFF-EN-10003134,Staple envelope,Central,2188,Consumer,15-08-22,Standard Class,Shipped Early,Indiana,Envelopes,5,6,0.00%,35,6,70,105
Furniture,Columbus,United States,IL-15100,Ivan Liston,10-08-22,CA-2022-143063,Profitable,47201,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Central,2189,Consumer,15-08-22,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0.00%,25,2,121,182
Technology,Columbus,United States,IL-15100,Ivan Liston,10-08-22,CA-2022-143063,Profitable,47201,TEC-PH-10003645,Aastra 57i VoIP phone,Central,2190,Consumer,15-08-22,Standard Class,Shipped Early,Indiana,Phones,5,6,0.00%,378,9,1454,2178
Office Supplies,Los Angeles,United States,AS-10240,Alan Shonely,25-06-21,CA-2021-118913,Profitable,90049,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,West,2191,Consumer,29-06-21,Standard Class,Shipped Early,California,Appliances,4,6,0.00%,17,3,61,91
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,10-12-21,CA-2021-128412,Profitable,98105,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,West,2192,Consumer,17-12-21,Standard Class,Shipped Late,Washington,Binders,7,6,20.00%,52,3,154,230
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,10-12-21,CA-2021-128412,Profitable,98105,OFF-AP-10002082,Holmes HEPA Air Purifier,West,2193,Consumer,17-12-21,Standard Class,Shipped Late,Washington,Appliances,7,6,0.00%,23,3,65,98
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,10-12-21,CA-2021-128412,Profitable,98105,OFF-PA-10001125,Xerox 1988,West,2194,Consumer,17-12-21,Standard Class,Shipped Late,Washington,Paper,7,6,0.00%,56,4,124,186
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,10-12-21,CA-2021-128412,Profitable,98105,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,West,2195,Consumer,17-12-21,Standard Class,Shipped Late,Washington,Appliances,7,6,0.00%,12,3,35,53
Technology,Seattle,United States,AP-10915,Arthur Prichep,10-12-21,CA-2021-128412,Profitable,98105,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,West,2196,Consumer,17-12-21,Standard Class,Shipped Late,Washington,Accessories,7,6,0.00%,9,5,45,67
Office Supplies,Knoxville,United States,AG-10390,Allen Goldenen,01-12-21,CA-2021-136483,Profitable,37918,OFF-AR-10000940,Newell 343,South,2197,Consumer,06-12-21,Standard Class,Shipped Early,Tennessee,Art,5,6,20.00%,0,2,5,7
Office Supplies,Montgomery,United States,BF-11080,Bart Folk,28-11-19,CA-2019-163013,Profitable,36116,OFF-AR-10001954,Newell 331,South,2198,Consumer,04-12-19,Standard Class,Shipped On Time,Alabama,Art,6,6,0.00%,4,3,15,22
Office Supplies,Philadelphia,United States,CK-12205,Chloris Kastensmidt,28-03-20,CA-2020-135363,Profitable,19120,OFF-PA-10003177,Xerox 1999,East,2199,Consumer,02-04-20,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,20.00%,5,3,16,23
Office Supplies,Philadelphia,United States,CK-12205,Chloris Kastensmidt,28-03-20,CA-2020-135363,Profitable,19120,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,East,2200,Consumer,02-04-20,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,20.00%,2,1,5,8
Furniture,Little Rock,United States,LT-17110,Liz Thompson,01-06-19,US-2019-165659,Profitable,72209,FUR-FU-10001935,3M Hangers With Command Adhesive,South,2201,Consumer,06-06-19,Standard Class,Shipped Early,Arkansas,Furnishings,5,6,0.00%,9,6,22,33
Technology,Little Rock,United States,LT-17110,Liz Thompson,01-06-19,US-2019-165659,Profitable,72209,TEC-PH-10002563,Adtran 1202752G1,South,2202,Consumer,06-06-19,Standard Class,Shipped Early,Arkansas,Phones,5,6,0.00%,229,7,882,1321
Office Supplies,Seattle,United States,BT-11305,Beth Thompson,06-09-20,CA-2020-138002,Profitable,98103,OFF-BI-10002160,Acco Hanging Data Binders,West,2203,Home Office,12-09-20,Standard Class,Shipped On Time,Washington,Binders,6,6,20.00%,2,2,6,9
Furniture,Seattle,United States,BT-11305,Beth Thompson,06-09-20,CA-2020-138002,Profitable,98103,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",West,2204,Home Office,12-09-20,Standard Class,Shipped On Time,Washington,Furnishings,6,6,0.00%,75,3,192,287
Furniture,Lancaster,United States,SC-20725,Steven Cartwright,29-06-20,CA-2020-128860,Profitable,17602,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",East,2205,Consumer,05-07-20,Standard Class,Shipped On Time,Pennsylvania,Furnishings,6,6,20.00%,2,1,20,30
Office Supplies,Bristol,United States,CG-12040,Catherine Glotzbach,10-09-21,CA-2021-164350,Profitable,37620,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",South,2206,Home Office,12-09-21,Second Class,Shipped Early,Tennessee,Art,2,3,20.00%,8,3,68,101
Office Supplies,Aurora,United States,AW-10930,Arthur Wiediger,14-07-19,US-2019-103905,Unprofitable,60505,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Central,2207,Home Office,20-07-19,Standard Class,Shipped On Time,Illinois,Binders,6,6,80.00%,-46,7,30,45
Technology,Aurora,United States,AW-10930,Arthur Wiediger,14-07-19,US-2019-103905,Unprofitable,60505,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Central,2208,Home Office,20-07-19,Standard Class,Shipped On Time,Illinois,Phones,6,6,20.00%,4,4,38,57
Office Supplies,New York City,United States,RB-19705,Roger Barcio,22-08-20,CA-2020-129854,Profitable,10009,OFF-AR-10000390,Newell Chalk Holder,East,2209,Home Office,26-08-20,Standard Class,Shipped Early,New York,Art,4,6,0.00%,8,4,17,25
Technology,Fairfield,United States,ML-17410,Maris LaWare,14-11-19,CA-2019-125556,Profitable,6824,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,East,2210,Consumer,16-11-19,Second Class,Shipped Early,Connecticut,Phones,2,3,0.00%,233,7,833,1247
Office Supplies,Fairfield,United States,ML-17410,Maris LaWare,14-11-19,CA-2019-125556,Profitable,6824,OFF-BI-10003460,Acco 3-Hole Punch,East,2211,Consumer,16-11-19,Second Class,Shipped Early,Connecticut,Binders,2,3,0.00%,21,10,44,66
Office Supplies,Lincoln Park,United States,VB-21745,Victoria Brennan,27-11-21,CA-2021-162313,Profitable,48146,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Central,2212,Corporate,30-11-21,First Class,Shipped Late,Michigan,Appliances,3,1,10.00%,30,6,167,251
Furniture,New York City,United States,SW-20275,Scott Williamson,21-11-22,CA-2022-107874,Profitable,10035,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,East,2213,Consumer,25-11-22,Standard Class,Shipped Early,New York,Furnishings,4,6,0.00%,11,1,27,41
Office Supplies,San Jose,United States,NS-18505,Neola Schneider,01-10-22,CA-2022-129378,Profitable,95123,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,2214,Consumer,02-10-22,First Class,Shipped On Time,California,Binders,1,1,20.00%,1,1,1,2
Office Supplies,San Jose,United States,NS-18505,Neola Schneider,01-10-22,CA-2022-129378,Profitable,95123,OFF-BI-10001922,Storex Dura Pro Binders,West,2215,Consumer,02-10-22,First Class,Shipped On Time,California,Binders,1,1,20.00%,21,13,62,93
Office Supplies,San Jose,United States,NS-18505,Neola Schneider,01-10-22,CA-2022-129378,Profitable,95123,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",West,2216,Consumer,02-10-22,First Class,Shipped On Time,California,Appliances,1,1,0.00%,60,2,242,362
Furniture,San Jose,United States,NS-18505,Neola Schneider,01-10-22,CA-2022-129378,Profitable,95123,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",West,2217,Consumer,02-10-22,First Class,Shipped On Time,California,Chairs,1,1,20.00%,10,4,109,163
Office Supplies,Jacksonville,United States,DB-13555,Dorothy Badders,20-09-19,CA-2019-151953,Profitable,32216,OFF-AR-10003469,Nontoxic Chalk,South,2218,Corporate,25-09-19,Standard Class,Shipped Early,Florida,Art,5,6,20.00%,1,2,3,4
Office Supplies,San Francisco,United States,MH-17620,Matt Hagelstein,28-07-22,CA-2022-130841,Profitable,94110,OFF-BI-10000145,Zipper Ring Binder Pockets,West,2219,Corporate,01-08-22,Standard Class,Shipped Early,California,Binders,4,6,20.00%,4,4,10,15
Office Supplies,San Francisco,United States,MH-17620,Matt Hagelstein,28-07-22,CA-2022-130841,Profitable,94110,OFF-ST-10001580,Super Decoflex Portable Personal File,West,2220,Corporate,01-08-22,Standard Class,Shipped Early,California,Storage,4,6,0.00%,4,1,15,22
Technology,San Francisco,United States,MH-17620,Matt Hagelstein,28-07-22,CA-2022-130841,Profitable,94110,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,West,2221,Corporate,01-08-22,Standard Class,Shipped Early,California,Phones,4,6,20.00%,100,4,1146,1716
Technology,Marion,United States,DK-13375,Dennis Kane,06-12-20,CA-2020-131884,Unprofitable,43302,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,East,2222,Consumer,06-12-20,Same Day,Shipped On Time,Ohio,Phones,0,0,40.00%,-89,2,486,728
Office Supplies,Marion,United States,DK-13375,Dennis Kane,06-12-20,CA-2020-131884,Unprofitable,43302,OFF-AR-10004078,Newell 312,East,2223,Consumer,06-12-20,Same Day,Shipped On Time,Ohio,Art,0,0,20.00%,5,8,37,56
Furniture,Marion,United States,DK-13375,Dennis Kane,06-12-20,CA-2020-131884,Unprofitable,43302,FUR-CH-10004860,Global Low Back Tilter Chair,East,2224,Consumer,06-12-20,Same Day,Shipped On Time,Ohio,Chairs,0,0,30.00%,-24,1,71,106
Office Supplies,Philadelphia,United States,EA-14035,Erin Ashbrook,31-07-22,CA-2022-121909,Profitable,19134,OFF-PA-10003790,Xerox 1991,East,2225,Corporate,05-08-22,Standard Class,Shipped Early,Pennsylvania,Paper,5,6,20.00%,18,3,55,82
Furniture,Littleton,United States,BT-11440,Bobby Trafton,19-03-21,CA-2021-106383,Unprofitable,80122,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",West,2226,Consumer,21-03-21,Second Class,Shipped Early,Colorado,Bookcases,2,3,70.00%,-99,1,72,108
Office Supplies,Austin,United States,LA-16780,Laura Armstrong,29-07-22,CA-2022-130771,Profitable,78745,OFF-FA-10003059,Assorted Color Push Pins,Central,2227,Corporate,03-08-22,Standard Class,Shipped Early,Texas,Fasteners,5,6,20.00%,0,2,3,4
Technology,Austin,United States,LA-16780,Laura Armstrong,29-07-22,CA-2022-130771,Profitable,78745,TEC-PH-10002496,Cisco SPA301,Central,2228,Corporate,03-08-22,Standard Class,Shipped Early,Texas,Phones,5,6,20.00%,16,1,125,187
Furniture,New York City,United States,GM-14680,Greg Matthias,01-10-21,CA-2021-139157,Unprofitable,10024,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,2229,Consumer,05-10-21,Standard Class,Shipped Early,New York,Tables,4,6,40.00%,-116,1,331,495
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,31-03-19,CA-2019-128055,Profitable,94122,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,West,2230,Consumer,05-04-19,Standard Class,Shipped Early,California,Binders,5,6,20.00%,253,2,674,1009
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,31-03-19,CA-2019-128055,Profitable,94122,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,West,2231,Consumer,05-04-19,Standard Class,Shipped Early,California,Appliances,5,6,0.00%,15,2,53,79
Furniture,La Porte,United States,DB-13405,Denny Blanton,26-06-22,CA-2022-157091,Profitable,46350,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Central,2232,Consumer,01-07-22,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0.00%,32,5,526,788
Office Supplies,Chicago,United States,JH-15820,John Huston,09-07-22,CA-2022-132122,Profitable,60610,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Central,2233,Consumer,14-07-22,Standard Class,Shipped Early,Illinois,Storage,5,6,20.00%,14,5,229,343
Technology,Portland,United States,DJ-13630,Doug Jacobs,14-12-20,CA-2020-123232,Profitable,97206,TEC-PH-10001051,HTC One,West,2234,Consumer,16-12-20,Second Class,Shipped Early,Oregon,Phones,2,3,20.00%,36,4,320,479
Technology,Burlington,United States,QJ-19255,Quincy Jones,05-12-22,CA-2022-104066,Profitable,,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,East,2235,Corporate,10-12-22,Standard Class,Shipped Early,Vermont,Accessories,5,6,0.00%,68,7,205,307
